unix,date,symbol,open,high,low,close,Volume SAND,Volume USD
1695866400,2023-09-28 02:00:00,SAND/USD,0.29920,0.29920,0.29920,0.29920,0.00000000,0.0
1695862800,2023-09-28 01:00:00,SAND/USD,0.29920,0.29920,0.29920,0.29920,0.00000000,0.0
1695859200,2023-09-28 00:00:00,SAND/USD,0.29920,0.29920,0.29920,0.29920,0.00000000,0.0
1695855600,2023-09-27 23:00:00,SAND/USD,0.29920,0.29920,0.29920,0.29920,0.00000000,0.0
1695852000,2023-09-27 22:00:00,SAND/USD,0.29920,0.29920,0.29920,0.29920,0.00000000,0.0
1695848400,2023-09-27 21:00:00,SAND/USD,0.29920,0.29920,0.29920,0.29920,0.00000000,0.0
1695844800,2023-09-27 20:00:00,SAND/USD,0.29920,0.29920,0.29920,0.29920,149.05899816,44.598452249472
1695841200,2023-09-27 19:00:00,SAND/USD,0.30590,0.30590,0.30590,0.30590,0.00000000,0.0
1695837600,2023-09-27 18:00:00,SAND/USD,0.30590,0.30590,0.30590,0.30590,0.00000000,0.0
1695834000,2023-09-27 17:00:00,SAND/USD,0.30590,0.30590,0.30590,0.30590,0.00000000,0.0
1695830400,2023-09-27 16:00:00,SAND/USD,0.30590,0.30590,0.30590,0.30590,0.00000000,0.0
1695826800,2023-09-27 15:00:00,SAND/USD,0.30590,0.30590,0.30590,0.30590,0.00000000,0.0
1695823200,2023-09-27 14:00:00,SAND/USD,0.30590,0.30590,0.30590,0.30590,0.00000000,0.0
1695819600,2023-09-27 13:00:00,SAND/USD,0.30590,0.30590,0.30590,0.30590,500.00000000,152.95
1695816000,2023-09-27 12:00:00,SAND/USD,0.30469,0.30469,0.30469,0.30469,0.00000000,0.0
1695812400,2023-09-27 11:00:00,SAND/USD,0.30469,0.30469,0.30469,0.30469,0.00000000,0.0
1695808800,2023-09-27 10:00:00,SAND/USD,0.30469,0.30469,0.30469,0.30469,0.00000000,0.0
1695805200,2023-09-27 09:00:00,SAND/USD,0.30219,0.30469,0.30219,0.30469,141.14828688,43.006471529467206
1695801600,2023-09-27 08:00:00,SAND/USD,0.30261,0.30261,0.30261,0.30261,0.00000000,0.0
1695798000,2023-09-27 07:00:00,SAND/USD,0.30261,0.30261,0.30261,0.30261,0.00000000,0.0
1695794400,2023-09-27 06:00:00,SAND/USD,0.30261,0.30261,0.30261,0.30261,0.00000000,0.0
1695790800,2023-09-27 05:00:00,SAND/USD,0.30261,0.30261,0.30261,0.30261,138.28456248,41.8462914520728
1695787200,2023-09-27 04:00:00,SAND/USD,0.30230,0.30230,0.30230,0.30230,0.00000000,0.0
1695783600,2023-09-27 03:00:00,SAND/USD,0.30230,0.30230,0.30230,0.30230,54.81700672,16.571181131456
1695780000,2023-09-27 02:00:00,SAND/USD,0.30327,0.30327,0.30327,0.30327,1183.74508346,358.9943714609142
1695776400,2023-09-27 01:00:00,SAND/USD,0.30089,0.30089,0.30089,0.30089,0.00000000,0.0
1695772800,2023-09-27 00:00:00,SAND/USD,0.30089,0.30089,0.30089,0.30089,0.00000000,0.0
1695769200,2023-09-26 23:00:00,SAND/USD,0.30089,0.30089,0.30089,0.30089,0.00000000,0.0
1695765600,2023-09-26 22:00:00,SAND/USD,0.30089,0.30089,0.30089,0.30089,0.00000000,0.0
1695762000,2023-09-26 21:00:00,SAND/USD,0.30089,0.30089,0.30089,0.30089,0.00000000,0.0
